cve,securitypatchlevel,reference,type,severity,aospversion,securitycomponent,component,other
CVE-2016-6691,2016-10-05,[QC-CR#978452](https://source.codeaurora.org/quic/la//platform/frameworks/opt/net/wifi/commit/?id=343f123c396b2a97fc7cce396cd5d99365cb9131),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Jul 2016
CVE-2016-6692,2016-10-05,[QC-CR#1004933](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=0f0e7047d39f9fb3a1a7f389918ff79cdb4a50b3),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-6693,2016-10-05,[QC-CR#1027585](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=ac328eb631fa74a63d5d2583e6bfeeb5a7a2df65),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-6694,2016-10-05,[QC-CR#1033525](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=961e38553aae8ba9b1af77c7a49acfbb7b0b6f62),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-6695,2016-10-05,[QC-CR#1033540](https://source.codeaurora.org/quic/la//kernel/msm-3.18/commit/?id=c319c2b0926d1ea5edb4d0778d88bd3ce37c4b95),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-6696,2016-10-05,[QC-CR#1041130](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=c3c9341bfdf93606983f893a086cb33a487306e5),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-5344,2016-10-05,[QC-CR#993650](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=64e15c36d6c1c57dc2d95a3f163bc830a469fc20),N/A,Moderate,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-5343,2016-10-05,[QC-CR#1010081](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=6927e2e0af4dcac357be86ba563c9ae12354bb08),N/A,Moderate,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Aug 2016
CVE-2016-3861,2016-09-01,[A-29250543](https://android.googlesource.com/platform/system/core/+/ecf5fd58a8f50362ce9e8d4245a33d56f29f142b) [2](https://android.googlesource.com/platform/frameworks/av/+/3944c65637dfed14a5a895685edfa4bacaf9f76e) [3](https://android.googlesource.com/platform/frameworks/base/+/866dc26ad4a98cc835d075b627326e7d7e52ffa1) [4](https://android.googlesource.com/platform/frameworks/native/+/1f4b49e64adf4623eefda503bca61e253597b9bf),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",remote-code-execution-vulnerability-in-libutils,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 9, 2016"
CVE-2016-3862,2016-09-01,[A-29270469](https://android.googlesource.com/platform/frameworks/base/+/e739d9ca5469ed30129d0fa228e3d0f2878671ac),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",remote-code-execution-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 10, 2016"
CVE-2016-3863,2016-09-01,[A-29161888](https://android.googlesource.com/platform/frameworks/av/+/119a012b2a9a186655da4bef3ed4ed8dd9b94c26),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",remote-code-execution-vulnerability-in-mediamuxer,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 6, 2016"
CVE-2016-3870,2016-09-01,[A-29421804](https://android.googlesource.com/platform/frameworks/av/+/1e9801783770917728b7edbdeff3d0ec09c621ac),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 15, 2016"
CVE-2016-3871,2016-09-01,[A-29422022](https://android.googlesource.com/platform/frameworks/av/+/c2639afac631f5c1ffddf70ee8a6fe943d0bedf9) [2](https://android.googlesource.com/platform/frameworks/av/+/3c4edac2a5b00dec6c8579a0ee658cfb3bb16d94) [3](https://android.googlesource.com/platform/frameworks/av/+/c17ad2f0c7e00fd1bbf01d0dfed41f72d78267ad),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 15, 2016"
CVE-2016-3872,2016-09-01,[A-29421675](https://android.googlesource.com/platform/frameworks/av/+/630ed150f7201ddadb00b8b8ce0c55c4cc6e8742) [2](https://android.googlesource.com/platform/frameworks/av/+/9f9ba255a0c59544f3555c9c45512c3a2fac5fad),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 15, 2016"
CVE-2016-3875,2016-09-01,[A-26251884](https://android.googlesource.com/platform/frameworks/base/+/69729fa8b13cadbf3173fe1f389fe4f3b7bd0f9c),N/A,High,"6.0, 6.0.1",elevation-of-privilege-vulnerability-in-device-boot,N/A,Updated Nexus devices=None* Date reported=Google internal
CVE-2016-3876,2016-09-01,[A-29900345](https://android.googlesource.com/platform/frameworks/base/+/91fc934bb2e5ea59929bb2f574de6db9b5100745),N/A,High,"6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-settings,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3899,2016-09-01,[A-29421811](https://android.googlesource.com/platform/frameworks/av/+/97837bb6cbac21ea679843a0037779d3834bed64),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 16, 2016"
CVE-2016-3878,2016-09-01,[A-29493002](https://android.googlesource.com/platform/external/libavc/+/7109ce3f8f90a28ca9f0ee6e14f6ac5e414c62cf),N/A,High,"6.0, 6.0.1",denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus* Date reported=Jun 17, 2016"
CVE-2016-3879,2016-09-01,[A-29770686](https://android.googlesource.com/platform/external/sonivox/+/cadfb7a3c96d4fef06656cf37143e1b3e62cae86),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus* Date reported=Jun 25, 2016"
CVE-2016-3880,2016-09-01,[A-25747670](https://android.googlesource.com/platform/frameworks/av/+/68f67ef6cf1f41e77337be3bc4bff91f3a3c6324),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",denial-of-service-vulnerability-in-mediaserver,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3881,2016-09-01,[A-30013856](https://android.googlesource.com/platform/external/libvpx/+/4974dcbd0289a2530df2ee2a25b5f92775df80da),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",denial-of-service-vulnerability-in-mediaserver,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3883,2016-09-01,[A-28557603](https://android.googlesource.com/platform/frameworks/opt/telephony/+/b2c89e6f8962dc7aff88cb38aa3ee67d751edda9),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-telephony,N/A,"Updated Nexus devices=All Nexus Date reported=May 3, 2016"
CVE-2016-3884,2016-09-01,[A-29421441](https://android.googlesource.com/platform/frameworks/base/+/61e9103b5725965568e46657f4781dd8f2e5b623),N/A,Moderate,"6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-notification-manager-service,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 15, 2016"
CVE-2016-3885,2016-09-01,[A-29555636](https://android.googlesource.com/platform/system/core/+/d7603583f90c2bc6074a4ee2886bd28082d7c65b),N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-debuggerd,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 21, 2016"
CVE-2016-3886,2016-09-01,[A-30107438](https://android.googlesource.com/platform/frameworks/base/+/6ca6cd5a50311d58a1b7bf8fbef3f9aa29eadcd5),N/A,Moderate,7.0,elevation-of-privilege-vulnerability-in-system-ui-tuner,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 23, 2016"
CVE-2016-3887,2016-09-01,[A-29899712](https://android.googlesource.com/platform/frameworks/base/+/335702d106797bce8a88044783fa1fc1d5f751d0),N/A,Moderate,7.0,elevation-of-privilege-vulnerability-in-settings_1,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3888,2016-09-01,[A-29420123](https://android.googlesource.com/platform/frameworks/opt/telephony/+/b8d1aee993dcc565e6576b2f2439a8f5a507cff6),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-sms,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3889,2016-09-01,[A-29194585](https://android.googlesource.com/platform/frameworks/base/+/e206f02d46ae5e38c74d138b51f6e1637e261abe) [2](https://android.googlesource.com/platform/packages/apps/Settings/+/bd5d5176c74021e8cf4970f93f273ba3023c3d72),N/A,Moderate,"6.0, 6.0.1, 7.0",elevation-of-privilege-vulnerability-in-settings_2,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3890,2016-09-01,[A-28347842](https://android.googlesource.com/platform/system/core/+/268068f25673242d1d5130d96202d3288c91b700) [2](https://android.googlesource.com/platform/system/core/+/014b01706cc64dc9c2ad94a96f62e07c058d0b5d),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-java-debug-wire-protocol,N/A,Updated Nexus devices=None* Date reported=Google internal
CVE-2016-3895,2016-09-01,[A-29983260](https://android.googlesource.com/platform/frameworks/native/+/363247929c35104b3e5ee9e637e9dcf579080aee),N/A,Moderate,"6.0, 6.0.1, 7.0",information-disclosure-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jul 4, 2016"
CVE-2016-3896,2016-09-01,[A-29767043](https://android.googlesource.com/platform/packages/apps/Email/+/cb2dfe43f25cb0c32cc73aa4569c0a5186a4ef43),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-aosp-mail,N/A,"Updated Nexus devices=None* Date reported=Jul 24, 2016"
CVE-2016-3897,2016-09-01,[A-25624963](https://android.googlesource.com/platform/frameworks/base/+/55271d454881b67ff38485fdd97598c542cc2d55) [2](https://android.googlesource.com/platform/frameworks/base/+/81be4e3aac55305cbb5c9d523cf5c96c66604b39),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-wi-fi,N/A,"Updated Nexus devices=None* Date reported=Nov 5, 2015"
CVE-2016-3898,2016-09-01,[A-29832693](https://android.googlesource.com/platform/packages/services/Telephony/+/d1d248d10cf03498efb7041f1a8c9c467482a19d),N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",denial-of-service-vulnerability-in-telephony,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 28, 2016"
CVE-2014-9529,2016-09-05,A-29510361 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=a3a8784454692dd72e5d5d34dcdab17b4420e74c),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-security-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 6, Nexus 9, Nexus Player, Android One Date reported=Jan 6, 2015"
CVE-2016-4470,2016-09-05,A-29823941 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=38327424b40bcebe2de92d07312c89360ac9229a),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-security-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player Date reported=June 15, 2016"
CVE-2013-7446,2016-09-05,A-29119002 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/net/unix/af_unix.c?id=7d267278a9ece963d77eefec61630223fce08c6c),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-networking-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Nov 18, 2015"
CVE-2016-3134,2016-09-05,A-28940694 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=54d83fc74aa9ec72794373cb47432c5f7fb1a309),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-netfilter-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Mar 9, 2016"
CVE-2016-3951,2016-09-05,A-28744625 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=4d06dd537f95683aba3651098ae288b7cbff8274) [2](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=1666984c8625b3db19a9abc298931d35ab7bc64b),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-usb-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Apr 6, 2016"
CVE-2014-4655,2016-09-05,A-29916012 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=82262a46627bebb0febcc26664746c25cef08563),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-sound-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 6, Nexus 9, Nexus Player Date reported=Jun 26, 2014"
CVE-2016-2053,2016-09-05,A-28751627 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=0d62e9dd6da45bbf0f33a8617afc5fe774c8f45f),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-asn.1-decoder,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=Jan 25, 2016"
CVE-2016-3864,2016-09-05,A-28823714*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-radio-interface-layer,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Android One Date reported=Apr 29, 2016"
CVE-2016-3858,2016-09-05,A-28675151 [QC-CR#1022641](https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=0c148b9a9028c566eac680f19e5d664b483cdee3),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-subsystem-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=May 9, 2016"
CVE-2016-4805,2016-09-05,A-28979703 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=1f461dcdd296eecedaffffc6bae2bfa90bd7eb89),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-networking-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9 Date reported=May 15, 2016"
CVE-2016-3865,2016-09-05,A-28799389*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-synaptics-touchscreen-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 9 Date reported=May 16, 2016"
CVE-2016-3859,2016-09-05,A-28815326*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-camera-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P Date reported=May 17, 2016"
CVE-2016-3866,2016-09-05,A-28868303*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-sound-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6, Nexus 6P Date reported=May 18, 2016"
CVE-2016-3867,2016-09-05,A-28919863*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-ipa-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=May 21, 2016"
CVE-2016-3868,2016-09-05,A-28967028*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-power-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=May 25, 2016"
CVE-2016-3869,2016-09-05,A-29009982*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-broadcom-wi-fi-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C Date reported=May 27, 2016"
CVE-2016-1583,2016-09-05,A-29444228 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=e54ad7f1ee263ffa5a2de9c609d58dfa27b21cd9) [2](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=2f36db71009304b3f0b95afacd8eba1f9f046b87) [3](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=29d6455178a09e1dc340380c582b13356227e8df),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-ecryptfs-filesystem,N/A,"Updated Nexus devices=Pixel C Date reported=Jun 1, 2016"
CVE-2016-3873,2016-09-05,A-29518457*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-nvidia-kernel,N/A,"Updated Nexus devices=Nexus 9 Date reported=Jun 20, 2016"
CVE-2016-3874,2016-09-05,A-29944562 [QC-CR#997797](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=50e8f265b3f7926aeb4e49c33f7301ace89faa77) [2](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=a3974e61c960aadcc147c3c5704a67309171642d),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-wi-fi-driver,N/A,"Updated Nexus devices=Nexus 5X Date reported=Jul 1, 2016"
CVE-2015-1465,2016-09-05,A-29506807 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=df4d92549f23e1c037e83323aff58a21b3de7fe0),N/A,High,N/A,denial-of-service-vulnerability-in-kernel-networking-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 6, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Feb 3, 2015"
CVE-2015-5364,2016-09-05,A-29507402 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=beb39db59d14990e401e235faf66a6b9b31240b0),N/A,High,N/A,denial-of-service-vulnerability-in-kernel-networking-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Jun 30, 2015"
CVE-2015-8839,2016-09-05,A-28760453*,N/A,High,N/A,denial-of-service-vulnerability-in-kernel-ext4-file-system,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Apr 4, 2016"
CVE-2016-3892,2016-09-05,A-28760543*,N/A,Moderate,N/A,information-disclosure-vulnerability-in-qualcomm-spmi-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P Date reported=May 13, 2016"
CVE-2016-3893,2016-09-05,A-29512527 [QC-CR#856400](https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=a7a6ddc91cce7ad5ad55c9709b24bfc80f5ac873),N/A,Moderate,N/A,information-disclosure-vulnerability-in-qualcomm-sound-codec,N/A,"Updated Nexus devices=Nexus 6P Date reported=Jun 20, 2016"
CVE-2016-3894,2016-09-05,A-29618014*,N/A,Moderate,N/A,information-disclosure-vulnerability-in-qualcomm-dma-component,N/A,"Updated Nexus devices=Nexus 6 Date reported=Jun 23, 2016"
CVE-2016-4998,2016-09-05,A-29637687 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=bdf533de6968e9686df777dc178486f600c6e617) [2](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=6e94e0cfb0887e4013b3b930fa6ab1fe6bb6ba91),N/A,Moderate,N/A,information-disclosure-vulnerability-in-kernel-networking-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Jun 24, 2016"
CVE-2015-2922,2016-09-05,A-29409847 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=6fd99094de2b83d1d4c8457f2c83483b2828e75a),N/A,Moderate,N/A,denial-of-service-vulnerability-in-kernel-networking-subsystem_1,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C, Android One Date reported=Apr 4, 2015"
CVE-2016-2469,2016-09-05,[QC-CR#997025](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=7eb824e8e1ebbdbfad896b090a9f048ca6e63c9e),N/A,High,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Jun 2016
CVE-2016-2469,2016-09-05,[QC-CR#997015](https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=e7369163162e7773bc887f7a264d6aa46cfcc665),N/A,Moderate,N/A,vulnerabilities-in-qualcomm-components,N/A,Updated Nexus devices=None Date reported=Jun 2016
CVE-2016-5340,2016-09-06,A-30652312 [QC-CR#1008948](https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=06e51489061e5473b4e2035c79dcf7c27a6f75a6),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-shared-memory-subsystem,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Android One Date reported=Jul 26, 2016"
CVE-2016-2059,2016-09-06,A-27045580 [QC-CR#974577](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=9e8bdd63f7011dff5523ea435433834b3702398d),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-networking-component,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Android One Date reported=Feb 4, 2016"
CVE-2016-3819,2016-08-01,[A-28533562](https://android.googlesource.com/platform/frameworks/av/+/590d1729883f700ab905cdc9ad850f3ddd7e1f56),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",remote-code-execution-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 2, 2016"
CVE-2016-3820,2016-08-01,[A-28673410](https://android.googlesource.com/platform/external/libavc/+/a78887bcffbc2995cf9ed72e0697acf560875e9e),N/A,Critical,"6.0, 6.0.1",remote-code-execution-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 6, 2016"
CVE-2016-3821,2016-08-01,[A-28166152](https://android.googlesource.com/platform/frameworks/av/+/42a25c46b844518ff0d0b920c20c519e1417be69),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",remote-code-execution-vulnerability-in-mediaserver,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3822,2016-08-01,[A-28868315](https://android.googlesource.com/platform/external/jhead/+/bae671597d47b9e5955c4cb742e468cebfd7ca6b),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",remote-code-execution-vulnerability-in-libjhead,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3823,2016-08-01,[A-28815329](https://android.googlesource.com/platform/hardware/qcom/media/+/7558d03e6498e970b761aa44fff6b2c659202d95),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 17, 2016"
CVE-2016-3824,2016-08-01,[A-28816827](https://android.googlesource.com/platform/frameworks/av/+/b351eabb428c7ca85a34513c64601f437923d576),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 17, 2016"
CVE-2016-3825,2016-08-01,[A-28816964](https://android.googlesource.com/platform/hardware/qcom/media/+/d575ecf607056d8e3328ef2eb56c52e98f81e87d),N/A,High,"5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 17, 2016"
CVE-2016-3826,2016-08-01,[A-29251553](https://android.googlesource.com/platform/frameworks/av/+/9cd8c3289c91254b3955bd7347cf605d6fa032c6),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=Jun 9, 2016"
CVE-2016-3827,2016-08-01,[A-28816956](https://android.googlesource.com/platform/frameworks/av/+/a4567c66f4764442c6cb7b5c1858810194480fb5),N/A,High,6.0.1,denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 16, 2016"
CVE-2016-3828,2016-08-01,[A-28835995](https://android.googlesource.com/platform/external/libavc/+/7554755536019e439433c515eeb44e701fb3bfb2),N/A,High,"6.0, 6.0.1",denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 17, 2016"
CVE-2016-3829,2016-08-01,[A-29023649](https://android.googlesource.com/platform/external/libavc/+/326fe991a4b7971e8aeaf4ac775491dd8abd85bb),N/A,High,"6.0, 6.0.1",denial-of-service-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 27, 2016"
CVE-2016-3830,2016-08-01,[A-29153599](https://android.googlesource.com/platform/frameworks/av/+/8e438e153f661e9df8db0ac41d587e940352df06),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",denial-of-service-vulnerability-in-mediaserver,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3831,2016-08-01,[A-29083635](https://android.googlesource.com/platform/frameworks/opt/telephony/+/f47bc301ccbc5e6d8110afab5a1e9bac1d4ef058),N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",denial-of-service-vulnerability-in-system-clock,N/A,"Updated Nexus devices=All Nexus Date reported=May 31, 2016"
CVE-2016-3832,2016-08-01,[A-28795098](https://android.googlesource.com/platform/frameworks/base/+/e7cf91a198de995c7440b3b64352effd2e309906),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-framework-apis,N/A,"Updated Nexus devices=All Nexus Date reported=May 15, 2016"
CVE-2016-3833,2016-08-01,[A-29189712](https://android.googlesource.com/platform/frameworks/base/+/01875b0274e74f97edf6b0d5c92de822e0555d03) [2](https://android.googlesource.com/platform/frameworks/base/+/4e4743a354e26467318b437892a9980eb9b8328a),N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",elevation-of-privilege-vulnerability-in-shell,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
